degree,field,gpa,experience,graduation_year,skills,target_role
BSc,EEE,6.91,6,2019,"circuits,power systems",Electrical Engineer
MCA,Mechanical,9.72,2,2023,"solidworks,design",Mechanical Engineer
MBA,ECE,6.87,1,2024,"embedded,c",Electrical Engineer
BTech,Mechanical,7.05,4,2021,"design,solidworks",Mechanical Engineer
BTech,ECE,6.82,4,2021,"signals,embedded",Electrical Engineer
BSc,Civil,6.88,7,2018,"autocad,construction",Civil Engineer
MTech,Mechanical,8.25,5,2020,"design,solidworks",Mechanical Engineer
BSc,EEE,7.77,0,2025,"power systems,circuits",Electrical Engineer
BTech,CSE,6.77,6,2019,"python,sql",Web Developer
BTech,Mechanical,9.39,1,2024,"design,solidworks",Mechanical Engineer
BTech,IT,6.64,1,2024,"js,css",Web Developer
MTech,Mechanical,5.96,0,2025,"design,solidworks",Mechanical Engineer
BTech,Mechanical,9.4,6,2019,"design,solidworks",Mechanical Engineer
MCA,IT,6.34,0,2025,"js,css",Web Developer
BSc,HR,6.73,7,2018,"recruitment,communication",Business Analyst
BTech,CSE,5.98,5,2020,"sql,java",Web Developer
BTech,ECE,9.16,3,2022,"signals,c",Electrical Engineer
BSc,Civil,8.59,4,2021,"autocad,construction",Civil Engineer
MTech,CSE,8.17,3,2022,"sql,python",Software Engineer
BTech,CSE,7.2,2,2023,"java,python",Web Developer
MTech,Mechanical,8.79,0,2025,"design,solidworks",Mechanical Engineer
MTech,IT,6.13,3,2022,"js,html",Web Developer
BSc,IT,9.18,1,2024,"html,js",Software Engineer
MTech,Data Science,6.21,2,2023,"python,sql",Software Engineer
MBA,CSE,8.67,4,2021,"sql,python",Software Engineer
BSc,EEE,9.17,4,2021,"circuits,power systems",Electrical Engineer
MCA,CSE,9.13,3,2022,"java,dsa",Software Engineer
MBA,Mechanical,5.97,6,2019,"design,solidworks",Mechanical Engineer
MTech,EEE,7.92,7,2018,"power systems,circuits",Electrical Engineer
BSc,Civil,9.06,7,2018,"autocad,construction",Civil Engineer
BSc,Mechanical,6.54,0,2025,"solidworks,design",Mechanical Engineer
BSc,HR,7.07,3,2022,"communication,recruitment",Business Analyst
MBA,Data Science,7.8,0,2025,"python,ml",Data Scientist
MTech,Data Science,6.33,6,2019,"python,statistics",Software Engineer
MBA,Mechanical,6.41,5,2020,"solidworks,design",Mechanical Engineer
MBA,Civil,6.02,2,2023,"construction,autocad",Civil Engineer
MBA,AI/ML,9.71,6,2019,"ml,deep learning",Data Scientist
BSc,CSE,9.5,7,2018,"java,dsa",Software Engineer
MBA,IT,7.56,1,2024,"css,js",Web Developer
MBA,AI/ML,7.05,5,2020,"deep learning,python",Software Engineer
BSc,IT,5.51,6,2019,"js,css",Web Developer
MCA,EEE,9.42,3,2022,"circuits,power systems",Electrical Engineer
BSc,HR,9.07,0,2025,"communication,recruitment",Business Analyst
BTech,CSE,7.7,3,2022,"sql,python",Web Developer
MTech,IT,7.91,6,2019,"html,js",Web Developer
BTech,HR,5.8,0,2025,"communication,recruitment",Business Analyst
MCA,AI/ML,7.48,7,2018,"deep learning,ml",Software Engineer
MTech,HR,7.69,5,2020,"communication,recruitment",Business Analyst
MBA,Civil,5.97,1,2024,"autocad,construction",Civil Engineer
MBA,ECE,5.65,6,2019,"signals,c",Electrical Engineer
BSc,CSE,6.65,5,2020,"java,python",Web Developer
MBA,Data Science,8.12,5,2020,"ml,python",Data Scientist
MCA,EEE,8.93,7,2018,"circuits,power systems",Electrical Engineer
BTech,Data Science,6.89,4,2021,"sql,python",Software Engineer
MTech,EEE,7.04,6,2019,"power systems,circuits",Electrical Engineer
MTech,HR,8.41,1,2024,"recruitment,communication",Business Analyst
MTech,IT,8.62,3,2022,"react,css",Software Engineer
MCA,IT,8.33,1,2024,"css,html",Software Engineer
BSc,IT,8.62,2,2023,"css,html",Software Engineer
MCA,IT,6.01,7,2018,"react,js",Web Developer
MBA,AI/ML,7.46,7,2018,"ml,deep learning",Software Engineer
BTech,CSE,6.66,6,2019,"java,dsa",Web Developer
BTech,HR,6.59,1,2024,"communication,recruitment",Business Analyst
BSc,AI/ML,5.81,7,2018,"ml,deep learning",Software Engineer
MCA,AI/ML,7.86,4,2021,"ml,python",Data Scientist
BSc,CSE,6.63,6,2019,"python,sql",Web Developer
MCA,EEE,6.44,0,2025,"power systems,circuits",Electrical Engineer
MTech,CSE,7.19,2,2023,"dsa,java",Web Developer
BSc,CSE,7.15,3,2022,"java,sql",Web Developer
MCA,ECE,8.26,6,2019,"embedded,c",Electrical Engineer
MBA,EEE,8.14,1,2024,"power systems,circuits",Electrical Engineer
BSc,AI/ML,7.72,2,2023,"ml,python",Data Scientist
BSc,EEE,5.7,3,2022,"power systems,circuits",Electrical Engineer
MBA,Mechanical,7.27,7,2018,"design,solidworks",Mechanical Engineer
MCA,AI/ML,6.88,2,2023,"python,ml",Software Engineer
BTech,AI/ML,8.43,2,2023,"python,deep learning",Data Scientist
MBA,Civil,6.62,0,2025,"autocad,construction",Civil Engineer
MBA,EEE,5.91,1,2024,"power systems,circuits",Electrical Engineer
BTech,Data Science,6.08,1,2024,"statistics,ml",Software Engineer
MBA,Mechanical,8.16,5,2020,"solidworks,design",Mechanical Engineer
BTech,ECE,9.3,4,2021,"embedded,signals",Electrical Engineer
MCA,IT,8.61,0,2025,"css,html",Software Engineer
BTech,CSE,6.94,5,2020,"java,python",Web Developer
BTech,CSE,7.43,1,2024,"sql,dsa",Web Developer
BTech,Civil,8.81,3,2022,"autocad,construction",Civil Engineer
BTech,HR,6.03,5,2020,"recruitment,communication",Business Analyst
MTech,CSE,7.28,6,2019,"java,python",Web Developer
MCA,ECE,9.55,3,2022,"embedded,c",Electrical Engineer
MCA,CSE,7.34,6,2019,"java,python",Web Developer
MCA,ECE,8.46,2,2023,"c,signals",Electrical Engineer
MTech,EEE,5.52,6,2019,"power systems,circuits",Electrical Engineer
MCA,Data Science,9.37,3,2022,"python,sql",Data Scientist
BSc,AI/ML,8.17,3,2022,"python,deep learning",Data Scientist
BTech,AI/ML,6.25,3,2022,"deep learning,ml",Software Engineer
MTech,Mechanical,8.32,7,2018,"solidworks,design",Mechanical Engineer
BTech,Mechanical,8.96,4,2021,"solidworks,design",Mechanical Engineer
MBA,Mechanical,9.63,0,2025,"design,solidworks",Mechanical Engineer
MBA,CSE,5.93,2,2023,"dsa,python",Web Developer
BSc,Data Science,6.89,7,2018,"python,statistics",Software Engineer
BSc,EEE,7.11,6,2019,"circuits,power systems",Electrical Engineer
MBA,IT,5.66,7,2018,"js,html",Web Developer
MBA,Mechanical,5.55,7,2018,"solidworks,design",Mechanical Engineer
BTech,AI/ML,6.19,5,2020,"python,ml",Software Engineer
MCA,HR,9.67,5,2020,"communication,recruitment",Business Analyst
MBA,CSE,8.99,0,2025,"dsa,python",Software Engineer
BSc,Mechanical,5.74,4,2021,"design,solidworks",Mechanical Engineer
BTech,ECE,9.19,6,2019,"c,signals",Electrical Engineer
BTech,ECE,7.42,5,2020,"embedded,signals",Electrical Engineer
MBA,EEE,5.68,1,2024,"circuits,power systems",Electrical Engineer
MBA,Civil,9.16,5,2020,"construction,autocad",Civil Engineer
MTech,AI/ML,9.12,5,2020,"ml,deep learning",Data Scientist
MBA,HR,7.85,6,2019,"recruitment,communication",Business Analyst
BSc,Data Science,6.8,5,2020,"statistics,ml",Software Engineer
MCA,Data Science,5.8,1,2024,"sql,ml",Software Engineer
MTech,Data Science,9.51,0,2025,"statistics,ml",Data Scientist
MTech,Civil,8.81,3,2022,"construction,autocad",Civil Engineer
MCA,ECE,9.74,2,2023,"embedded,c",Electrical Engineer
BTech,HR,8.99,7,2018,"communication,recruitment",Business Analyst
BTech,ECE,9.04,7,2018,"c,signals",Electrical Engineer
MCA,EEE,6.87,5,2020,"circuits,power systems",Electrical Engineer
MCA,Data Science,9.58,2,2023,"python,sql",Data Scientist
MBA,IT,6.39,2,2023,"css,html",Web Developer
BTech,Civil,6.28,7,2018,"autocad,construction",Civil Engineer
BSc,CSE,7.46,3,2022,"sql,dsa",Web Developer
BSc,Data Science,5.6,0,2025,"ml,sql",Software Engineer
MBA,ECE,6.21,7,2018,"embedded,signals",Electrical Engineer
BTech,EEE,5.53,7,2018,"circuits,power systems",Electrical Engineer
MBA,IT,8.65,7,2018,"css,js",Software Engineer
MTech,HR,6.41,5,2020,"recruitment,communication",Business Analyst
MCA,HR,7.69,7,2018,"communication,recruitment",Business Analyst
MCA,Data Science,8.92,2,2023,"ml,python",Data Scientist
MBA,IT,8.25,5,2020,"html,react",Software Engineer
BTech,Data Science,6.69,4,2021,"sql,statistics",Software Engineer
MBA,IT,8.91,5,2020,"react,css",Software Engineer
MCA,CSE,8.36,1,2024,"sql,dsa",Software Engineer
BSc,AI/ML,8.59,5,2020,"deep learning,python",Data Scientist
BTech,EEE,8.92,5,2020,"circuits,power systems",Electrical Engineer
BTech,IT,7.9,4,2021,"html,js",Web Developer
BSc,Mechanical,7.42,5,2020,"design,solidworks",Mechanical Engineer
BTech,Mechanical,8.77,5,2020,"solidworks,design",Mechanical Engineer
BSc,Data Science,5.58,2,2023,"ml,statistics",Software Engineer
MCA,AI/ML,9.11,6,2019,"deep learning,ml",Data Scientist
BTech,ECE,6.09,2,2023,"c,embedded",Electrical Engineer
BSc,Civil,9.39,6,2019,"autocad,construction",Civil Engineer
BSc,Civil,7.01,0,2025,"autocad,construction",Civil Engineer
BSc,EEE,8.42,2,2023,"circuits,power systems",Electrical Engineer
MTech,Civil,7.43,4,2021,"autocad,construction",Civil Engineer
MBA,IT,5.88,3,2022,"html,js",Web Developer
BTech,CSE,8.69,1,2024,"sql,python",Software Engineer
BTech,Data Science,9.03,0,2025,"statistics,sql",Data Scientist
BSc,EEE,9.15,2,2023,"circuits,power systems",Electrical Engineer
BSc,HR,8.99,4,2021,"communication,recruitment",Business Analyst
BSc,Civil,9.24,7,2018,"construction,autocad",Civil Engineer
MCA,Civil,6.88,5,2020,"autocad,construction",Civil Engineer
BTech,CSE,8.5,1,2024,"sql,java",Software Engineer
BSc,Civil,7.86,2,2023,"construction,autocad",Civil Engineer
BTech,IT,7.81,6,2019,"html,css",Web Developer
BSc,Mechanical,7.24,7,2018,"solidworks,design",Mechanical Engineer
BTech,EEE,5.86,4,2021,"circuits,power systems",Electrical Engineer
BSc,EEE,6.17,3,2022,"power systems,circuits",Electrical Engineer
MBA,HR,5.65,1,2024,"recruitment,communication",Business Analyst
BSc,HR,6.5,4,2021,"recruitment,communication",Business Analyst
MBA,EEE,6.24,7,2018,"power systems,circuits",Electrical Engineer
MBA,CSE,6.09,7,2018,"java,dsa",Web Developer
MCA,IT,5.82,5,2020,"css,react",Web Developer
MTech,AI/ML,9.0,2,2023,"ml,python",Data Scientist
MBA,Civil,8.93,1,2024,"construction,autocad",Civil Engineer
BTech,ECE,7.36,0,2025,"embedded,c",Electrical Engineer
BTech,EEE,5.85,0,2025,"circuits,power systems",Electrical Engineer
MBA,CSE,9.52,6,2019,"python,dsa",Software Engineer
BTech,HR,6.89,7,2018,"recruitment,communication",Business Analyst
MCA,AI/ML,8.94,7,2018,"ml,python",Data Scientist
MBA,AI/ML,8.12,6,2019,"ml,deep learning",Data Scientist
BSc,EEE,9.59,5,2020,"circuits,power systems",Electrical Engineer
MTech,Civil,9.7,2,2023,"construction,autocad",Civil Engineer
MTech,CSE,7.27,0,2025,"java,dsa",Web Developer
MCA,HR,6.77,2,2023,"communication,recruitment",Business Analyst
MBA,HR,8.67,6,2019,"recruitment,communication",Business Analyst
MBA,CSE,8.87,2,2023,"dsa,java",Software Engineer
MTech,Data Science,9.02,2,2023,"sql,ml",Data Scientist
MBA,EEE,8.22,7,2018,"circuits,power systems",Electrical Engineer
MBA,Civil,6.62,0,2025,"autocad,construction",Civil Engineer
MCA,AI/ML,7.09,0,2025,"python,deep learning",Software Engineer
MTech,Civil,7.36,7,2018,"autocad,construction",Civil Engineer
MCA,CSE,9.47,5,2020,"java,dsa",Software Engineer
BTech,EEE,5.77,0,2025,"circuits,power systems",Electrical Engineer
MCA,AI/ML,8.81,1,2024,"deep learning,python",Data Scientist
BTech,ECE,8.7,1,2024,"embedded,c",Electrical Engineer
MCA,Mechanical,6.82,5,2020,"design,solidworks",Mechanical Engineer
BTech,HR,5.5,7,2018,"communication,recruitment",Business Analyst
BTech,IT,9.24,0,2025,"js,react",Software Engineer
MBA,HR,7.5,1,2024,"communication,recruitment",Business Analyst
MTech,IT,9.14,3,2022,"react,js",Software Engineer
MCA,AI/ML,7.0,6,2019,"ml,python",Software Engineer
MBA,Civil,7.79,1,2024,"construction,autocad",Civil Engineer
BSc,Data Science,9.0,2,2023,"ml,python",Data Scientist
BSc,HR,8.06,4,2021,"communication,recruitment",Business Analyst
MCA,Data Science,9.72,7,2018,"statistics,sql",Data Scientist
MBA,AI/ML,8.01,1,2024,"python,deep learning",Data Scientist
MCA,EEE,6.19,6,2019,"power systems,circuits",Electrical Engineer
MTech,EEE,7.91,2,2023,"circuits,power systems",Electrical Engineer
MCA,HR,6.61,2,2023,"recruitment,communication",Business Analyst
MTech,Data Science,8.12,1,2024,"python,sql",Data Scientist
MBA,Civil,7.89,7,2018,"construction,autocad",Civil Engineer
MTech,AI/ML,7.65,1,2024,"python,deep learning",Data Scientist
BSc,AI/ML,8.27,3,2022,"ml,deep learning",Data Scientist
MCA,Mechanical,7.38,3,2022,"design,solidworks",Mechanical Engineer
MBA,Mechanical,8.49,0,2025,"solidworks,design",Mechanical Engineer
MCA,HR,8.7,5,2020,"communication,recruitment",Business Analyst
MTech,Civil,9.44,5,2020,"construction,autocad",Civil Engineer
MTech,EEE,6.91,5,2020,"power systems,circuits",Electrical Engineer
MBA,IT,8.19,5,2020,"css,js",Software Engineer
BSc,CSE,7.3,3,2022,"dsa,java",Web Developer
MTech,IT,7.65,6,2019,"react,js",Web Developer
MTech,EEE,5.87,7,2018,"power systems,circuits",Electrical Engineer
MTech,AI/ML,7.26,7,2018,"deep learning,python",Software Engineer
MCA,Mechanical,9.1,5,2020,"solidworks,design",Mechanical Engineer
BSc,Civil,8.1,1,2024,"construction,autocad",Civil Engineer
MTech,HR,7.2,0,2025,"communication,recruitment",Business Analyst
MTech,HR,6.0,3,2022,"communication,recruitment",Business Analyst
BSc,Civil,7.18,5,2020,"autocad,construction",Civil Engineer
MBA,ECE,5.66,0,2025,"c,signals",Electrical Engineer
MCA,CSE,6.23,6,2019,"sql,dsa",Web Developer
BTech,CSE,8.57,1,2024,"sql,java",Software Engineer
MBA,HR,9.05,3,2022,"communication,recruitment",Business Analyst
MTech,IT,5.98,3,2022,"html,react",Web Developer
MBA,ECE,5.99,7,2018,"c,embedded",Electrical Engineer
BTech,Data Science,6.51,4,2021,"statistics,python",Software Engineer
BSc,IT,8.79,4,2021,"html,react",Software Engineer
MTech,EEE,9.78,5,2020,"power systems,circuits",Electrical Engineer
BSc,Data Science,6.56,5,2020,"sql,statistics",Software Engineer
MBA,CSE,8.45,5,2020,"dsa,sql",Software Engineer
BTech,CSE,8.0,0,2025,"sql,java",Software Engineer
MBA,HR,8.54,4,2021,"communication,recruitment",Business Analyst
MCA,CSE,9.74,6,2019,"sql,java",Software Engineer
BSc,ECE,6.31,6,2019,"c,signals",Electrical Engineer
MBA,AI/ML,8.64,3,2022,"deep learning,ml",Data Scientist
MBA,AI/ML,6.23,5,2020,"ml,python",Software Engineer
BSc,CSE,7.43,0,2025,"sql,dsa",Web Developer
MBA,EEE,6.69,6,2019,"power systems,circuits",Electrical Engineer
MCA,Data Science,7.4,3,2022,"sql,ml",Software Engineer
BTech,EEE,9.31,6,2019,"circuits,power systems",Electrical Engineer
BSc,Data Science,8.0,7,2018,"sql,statistics",Data Scientist
MTech,CSE,5.83,2,2023,"java,sql",Web Developer
BTech,CSE,7.72,5,2020,"dsa,java",Web Developer
BSc,Civil,8.42,0,2025,"autocad,construction",Civil Engineer
BSc,AI/ML,7.68,3,2022,"python,deep learning",Data Scientist
BSc,AI/ML,9.02,5,2020,"ml,python",Data Scientist
BTech,HR,7.29,7,2018,"communication,recruitment",Business Analyst
MBA,HR,8.78,5,2020,"recruitment,communication",Business Analyst
MCA,Mechanical,8.42,1,2024,"design,solidworks",Mechanical Engineer
BTech,Data Science,8.71,1,2024,"statistics,sql",Data Scientist
MCA,ECE,7.84,2,2023,"signals,c",Electrical Engineer
MTech,Mechanical,8.83,5,2020,"design,solidworks",Mechanical Engineer
MTech,ECE,7.62,3,2022,"signals,embedded",Electrical Engineer
BTech,Mechanical,8.48,1,2024,"design,solidworks",Mechanical Engineer
MCA,EEE,5.68,6,2019,"circuits,power systems",Electrical Engineer
MTech,EEE,7.58,0,2025,"power systems,circuits",Electrical Engineer
BTech,ECE,8.35,2,2023,"embedded,signals",Electrical Engineer
MBA,HR,6.26,1,2024,"communication,recruitment",Business Analyst
BTech,Data Science,5.65,7,2018,"python,statistics",Software Engineer
MCA,CSE,6.85,1,2024,"sql,python",Web Developer
BTech,Mechanical,6.69,1,2024,"solidworks,design",Mechanical Engineer
BTech,Data Science,5.98,1,2024,"statistics,python",Software Engineer
BSc,HR,9.27,5,2020,"recruitment,communication",Business Analyst
MCA,Mechanical,8.53,6,2019,"solidworks,design",Mechanical Engineer
MBA,IT,7.46,0,2025,"react,css",Web Developer
MTech,IT,8.34,3,2022,"css,html",Software Engineer
BTech,EEE,5.63,5,2020,"power systems,circuits",Electrical Engineer
MTech,Civil,7.84,3,2022,"autocad,construction",Civil Engineer
MBA,AI/ML,6.44,3,2022,"python,deep learning",Software Engineer
BSc,Mechanical,8.94,0,2025,"design,solidworks",Mechanical Engineer
MCA,AI/ML,7.06,1,2024,"python,ml",Software Engineer
BTech,HR,7.91,3,2022,"recruitment,communication",Business Analyst
BTech,IT,7.71,4,2021,"react,html",Web Developer
BSc,Civil,7.32,4,2021,"construction,autocad",Civil Engineer
MBA,IT,7.12,0,2025,"html,react",Web Developer
MTech,Civil,5.52,1,2024,"construction,autocad",Civil Engineer
MCA,ECE,7.99,2,2023,"c,embedded",Electrical Engineer
MTech,CSE,7.02,0,2025,"java,sql",Web Developer
MCA,Data Science,8.46,3,2022,"statistics,python",Data Scientist
MCA,Mechanical,7.77,2,2023,"design,solidworks",Mechanical Engineer
BSc,IT,9.29,4,2021,"react,js",Software Engineer
MCA,Mechanical,6.34,2,2023,"design,solidworks",Mechanical Engineer
MCA,CSE,9.16,4,2021,"python,java",Software Engineer
MCA,Data Science,7.81,3,2022,"ml,sql",Data Scientist
MCA,ECE,8.59,4,2021,"c,signals",Electrical Engineer
MTech,AI/ML,8.95,1,2024,"python,deep learning",Data Scientist
MBA,Civil,6.55,7,2018,"autocad,construction",Civil Engineer
BTech,Civil,8.48,2,2023,"autocad,construction",Civil Engineer
MBA,Data Science,6.19,5,2020,"sql,ml",Software Engineer
BTech,Mechanical,9.3,6,2019,"solidworks,design",Mechanical Engineer
MCA,IT,5.61,6,2019,"css,react",Web Developer
MTech,Data Science,7.95,3,2022,"sql,python",Data Scientist
BSc,HR,7.39,7,2018,"communication,recruitment",Business Analyst
MTech,Civil,7.65,4,2021,"construction,autocad",Civil Engineer
MCA,Mechanical,6.09,1,2024,"solidworks,design",Mechanical Engineer
BTech,HR,8.42,2,2023,"recruitment,communication",Business Analyst
BTech,HR,5.52,1,2024,"communication,recruitment",Business Analyst
BTech,AI/ML,7.78,7,2018,"python,ml",Data Scientist
MCA,CSE,8.41,0,2025,"python,dsa",Software Engineer
BTech,IT,9.75,1,2024,"react,css",Software Engineer
MTech,AI/ML,6.14,3,2022,"ml,deep learning",Software Engineer
MCA,Data Science,7.05,5,2020,"ml,sql",Software Engineer
MBA,ECE,6.17,7,2018,"signals,c",Electrical Engineer
MTech,HR,7.36,5,2020,"recruitment,communication",Business Analyst
MTech,Data Science,8.43,7,2018,"ml,statistics",Data Scientist
MBA,Data Science,9.6,2,2023,"sql,ml",Data Scientist
BSc,AI/ML,8.88,7,2018,"deep learning,ml",Data Scientist
MTech,IT,8.89,2,2023,"css,js",Software Engineer
MCA,Civil,6.19,4,2021,"construction,autocad",Civil Engineer
MTech,CSE,7.27,7,2018,"java,sql",Web Developer
MBA,Data Science,9.72,7,2018,"ml,python",Data Scientist
MCA,ECE,7.13,2,2023,"embedded,signals",Electrical Engineer
MTech,ECE,8.99,7,2018,"c,signals",Electrical Engineer
MTech,ECE,7.92,2,2023,"c,embedded",Electrical Engineer
BTech,Civil,5.79,1,2024,"construction,autocad",Civil Engineer
BSc,AI/ML,7.09,6,2019,"ml,deep learning",Software Engineer
MTech,ECE,8.13,6,2019,"c,embedded",Electrical Engineer
MCA,Data Science,9.07,6,2019,"statistics,sql",Data Scientist
MTech,Civil,6.19,5,2020,"autocad,construction",Civil Engineer
MBA,CSE,9.65,1,2024,"sql,python",Software Engineer
MBA,HR,7.62,6,2019,"communication,recruitment",Business Analyst
MBA,AI/ML,7.75,1,2024,"python,ml",Data Scientist
BTech,AI/ML,6.54,3,2022,"python,deep learning",Software Engineer
BTech,IT,7.83,5,2020,"js,react",Web Developer
MTech,IT,6.53,4,2021,"css,js",Web Developer
BTech,HR,7.07,0,2025,"communication,recruitment",Business Analyst
BSc,IT,5.83,1,2024,"css,react",Web Developer
BSc,HR,5.7,2,2023,"communication,recruitment",Business Analyst
BTech,EEE,6.63,3,2022,"power systems,circuits",Electrical Engineer
MTech,CSE,8.68,4,2021,"java,dsa",Software Engineer
MCA,CSE,7.38,2,2023,"java,sql",Web Developer
MTech,Civil,7.54,0,2025,"construction,autocad",Civil Engineer
MCA,Data Science,6.54,0,2025,"python,statistics",Software Engineer
MCA,HR,6.93,0,2025,"communication,recruitment",Business Analyst
MTech,Mechanical,8.79,6,2019,"solidworks,design",Mechanical Engineer
BSc,ECE,7.7,5,2020,"signals,embedded",Electrical Engineer
MCA,HR,7.78,3,2022,"communication,recruitment",Business Analyst
MTech,EEE,8.7,3,2022,"power systems,circuits",Electrical Engineer
MBA,CSE,5.82,0,2025,"dsa,java",Web Developer
MBA,HR,7.41,3,2022,"recruitment,communication",Business Analyst
MTech,Civil,5.79,5,2020,"autocad,construction",Civil Engineer
